,Uniprot ID,Organism,Taxonomy-ID,Gene Name,HGNC number,Gene synonym,Recommended Name,Short Names,Alternative Names,OMIM,Catalytic: Reaction,Catalytic: Rhea,Catalytic: EC,Brenda,Reactome ID,CAZy,GeneID
130,Q9BYC5,Homo sapiens,9606,FUT8,HGNC:4019;,,"Alpha-(1,6)-fucosyltransferase",Alpha1-6FucT;,"Fucosyltransferase 8;GDP-L-Fuc:N-acetyl-beta-D-glucosaminide alpha1,6-fucosyltransferase;GDP-fucose--glycoprotein fucosyltransferase;Glycoprotein 6-alpha-L-fucosyltransferase;",602589;618005;,GDP-beta-L-fucose + N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] = GDP + H(+) + N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->6)]-beta-D-GlcNAc}-L-asparaginyl-[protein];,RHEA:12985;RHEA-COMP:13526;RHEA-COMP:13532;,2.4.1.68;,2.4.1.68;,R-HSA-9694548;R-HSA-975578;,GT23;,2530;
131,Q8WZA1,Homo sapiens,9606,MGAT1,HGNC:19139;,MGAT1.2,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",POMGnT1;,"UDP-GlcNAc:alpha-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I.2;",253280;606822;613151;613157;617123;,3-O-(alpha-D-mannosyl)-L-threonyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-(N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl)-L-threonyl-[protein] + H(+) + UDP;,RHEA:54128;RHEA-COMP:13547;RHEA-COMP:13802;,,2.4.1.312;,R-HSA-5083628;R-HSA-5173105;,GT13;,55624;
132,Q10469,Homo sapiens,9606,MGAT2,HGNC:7045;,,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",,"Beta-1,2-N-acetylglucosaminyltransferase II;GlcNAc-T II;Mannoside acetylglucosaminyltransferase 2;N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase II;",212066;602616;,N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP;,RHEA:12941;RHEA-COMP:13526;RHEA-COMP:14369;,2.4.1.143;,2.4.1.143;,R-HSA-4793952;R-HSA-9694548;R-HSA-975578;,GT16;,4247;
133,Q09327,Homo sapiens,9606,MGAT3,HGNC:7046;,GGNT3,"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase",,N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase III;,604621;,N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->4)]-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP;,RHEA:15509;RHEA-COMP:13526;RHEA-COMP:14371;,2.4.1.144;,2.4.1.144;,R-HSA-975574;,GT17;,4248;
134,Q9UM21,Homo sapiens,9606,MGAT4A,HGNC:7047;,,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",,"N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVa;UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVa;",604623;,N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP;N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP;N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-{beta-D-GlcNAc-(1->6)}-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-{beta-D-GlcNAc-(1->6)}-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein] + UDP;N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->6)]-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->6)]-beta-D-GlcNAc}-asparaginyl-[protein] + UDP;N(4)-{beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP;N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-{alpha-D-Man-(1->6)}-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-{alpha-D-Man-(1->6)}-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein] + UDP;N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein] + UDP;,RHEA:69615;RHEA-COMP:14369;RHEA-COMP:17732;RHEA:16057;RHEA-COMP:13526;RHEA-COMP:14374;RHEA:69619;RHEA-COMP:17733;RHEA-COMP:17734;RHEA:69623;RHEA-COMP:13532;RHEA-COMP:18198;RHEA:69627;RHEA-COMP:17737;RHEA-COMP:17738;RHEA:69631;RHEA-COMP:17739;RHEA-COMP:17740;RHEA:69635;RHEA-COMP:17741;RHEA-COMP:17742;,2.4.1.145;,2.4.1.145;,R-HSA-381426;R-HSA-8957275;R-HSA-9694548;R-HSA-975577;,GT54;,11320;
135,Q9UQ53,Homo sapiens,9606,MGAT4B,HGNC:7048;,,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",,"N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVb;UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVb;",604561;,N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP;N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP;N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-{beta-D-GlcNAc-(1->6)}-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-{beta-D-GlcNAc-(1->6)}-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein] + UDP;N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->6)]-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->6)]-beta-D-GlcNAc}-asparaginyl-[protein] + UDP;N(4)-{beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP;N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-{alpha-D-Man-(1->6)}-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-{alpha-D-Man-(1->6)}-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein] + UDP;N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein] + UDP;,RHEA:69615;RHEA-COMP:14369;RHEA-COMP:17732;RHEA:16057;RHEA-COMP:13526;RHEA-COMP:14374;RHEA:69619;RHEA-COMP:17733;RHEA-COMP:17734;RHEA:69623;RHEA-COMP:13532;RHEA-COMP:18198;RHEA:69627;RHEA-COMP:17737;RHEA-COMP:17738;RHEA:69631;RHEA-COMP:17739;RHEA-COMP:17740;RHEA:69635;RHEA-COMP:17741;RHEA-COMP:17742;,2.4.1.145;,2.4.1.145;,R-HSA-9694548;R-HSA-975577;,GT54;,11282;
136,Q9UBM8,Homo sapiens,9606,MGAT4C,HGNC:30871;,,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C",,"N-acetylglucosaminyltransferase IV homolog;N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVc;UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVc;",607385;,N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP;,RHEA:16057;RHEA-COMP:13526;RHEA-COMP:14374;,2.4.1.145;,,R-HSA-9694548;R-HSA-975577;,GT54;,25834;
137,Q09328,Homo sapiens,9606,MGAT5,HGNC:7049;,GGNT5,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",,"Alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase V;GlcNAc-T V;Mannoside acetylglucosaminyltransferase 5;N-acetylglucosaminyl-transferase V;",601774;,N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP;,RHEA:16921;RHEA-COMP:14374;RHEA-COMP:14377;,2.4.1.155;,2.4.1.155;,R-HSA-9694548;R-HSA-975577;,GT18;,4249;
138,Q92611,Homo sapiens,9606,EDEM1,HGNC:18967;,EDEM,ER degradation-enhancing alpha-mannosidase-like protein 1,,,607673;,,,,,R-HSA-381038;R-HSA-901032;,GH47;,9695;
139,Q9BV94,Homo sapiens,9606,EDEM2,HGNC:15877;,C20orf31,ER degradation-enhancing alpha-mannosidase-like protein 2,,,610302;,,,,,R-HSA-901032;R-HSA-9694548;,GH47;,55741;
140,Q9BZQ6,Homo sapiens,9606,EDEM3,HGNC:16787;,C1orf22,ER degradation-enhancing alpha-mannosidase-like protein 3,,"Alpha-1,2-mannosidase EDEM3;",610214;619493;,"4 H2O + N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 9A1,2,3B1,2,3) = 4 beta-D-mannose + N(4)-(alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 5A1,2);3 H2O + N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 8A1,2,3B1,3) = 3 beta-D-mannose + N(4)-(alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 5A1,2);",RHEA:56008;RHEA-COMP:14356;RHEA-COMP:14367;RHEA:56028;RHEA-COMP:14358;RHEA-COMP:14367;,3.2.1.113;3.2.1.113;,,R-HSA-901032;,GH47;,80267;
141,P33908,Homo sapiens,9606,MAN1A1,HGNC:6821;,,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",,"Man(9)-alpha-mannosidase;Mannosidase alpha class 1A member 1;Processing alpha-1,2-mannosidase IA;",604344;,"4 H2O + N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 9A1,2,3B1,2,3) = 4 beta-D-mannose + N(4)-(alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 5A1,2);3 H2O + N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 8A1,2,3B1,3) = 3 beta-D-mannose + N(4)-(alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 5A1,2);",RHEA:56008;RHEA-COMP:14356;RHEA-COMP:14367;RHEA:56028;RHEA-COMP:14358;RHEA-COMP:14367;,3.2.1.113;3.2.1.113;,3.2.1.113;,R-HSA-6811438;R-HSA-964827;,GH47;,4121;
142,O60476,Homo sapiens,9606,MAN1A2,HGNC:6822;,MAN1B,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",,"Mannosidase alpha class 1A member 2;Processing alpha-1,2-mannosidase IB;",604345;,"4 H2O + N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 9A1,2,3B1,2,3) = 4 beta-D-mannose + N(4)-(alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 5A1,2);3 H2O + N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 8A1,2,3B1,3) = 3 beta-D-mannose + N(4)-(alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 5A1,2);",RHEA:56008;RHEA-COMP:14356;RHEA-COMP:14367;RHEA:56028;RHEA-COMP:14358;RHEA-COMP:14367;,3.2.1.113;3.2.1.113;,3.2.1.113;,R-HSA-6811438;R-HSA-964827;,GH47;,10905;
143,Q9UKM7,Homo sapiens,9606,MAN1B1,HGNC:6823;,,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",,"ER alpha-1,2-mannosidase;ER mannosidase 1;Man9GlcNAc2-specific-processing alpha-mannosidase;Mannosidase alpha class 1B member 1;",604346;614202;,"4 H2O + N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 9A1,2,3B1,2,3) = 4 beta-D-mannose + N(4)-(alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 5A1,2);3 H2O + N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 8A1,2,3B1,3) = 3 beta-D-mannose + N(4)-(alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 5A1,2);",RHEA:56008;RHEA-COMP:14356;RHEA-COMP:14367;RHEA:56028;RHEA-COMP:14358;RHEA-COMP:14367;,3.2.1.113;3.2.1.113;,3.2.1.113;3.2.1.209;,R-HSA-4793950;R-HSA-901032;R-HSA-9694548;,GH47;,11253;
144,Q9NR34,Homo sapiens,9606,MAN1C1,HGNC:19080;,MAN1A3,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC",,"HMIC;Mannosidase alpha class 1C member 1;Processing alpha-1,2-mannosidase IC;",,"4 H2O + N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 9A1,2,3B1,2,3) = 4 beta-D-mannose + N(4)-(alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 5A1,2);3 H2O + N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 8A1,2,3B1,3) = 3 beta-D-mannose + N(4)-(alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 5A1,2);",RHEA:56008;RHEA-COMP:14356;RHEA-COMP:14367;RHEA:56028;RHEA-COMP:14358;RHEA-COMP:14367;,3.2.1.113;3.2.1.113;,3.2.1.113;,R-HSA-6811438;R-HSA-964827;,GH47;,57134;
