GeneSymbol,CAZy,ECNo,EnzClass,Uniprot,DNARef,KEGG,KEGGPath,ProteinRef,GeneID,GlyClass,ProteinName,Organism,Constraints,Status,Reactant,co_R,Product,co_P,Comments,OMIMNo,Compartment,AddMono,Remove,ReplaceMono,Substrate,Product_1,Vm,Km,KineticsUnits,ER,Cis,Medial,Trans,TGN,Tissues,Organs,Donor,ReactomeID,isOriginal,isDrawGlycan
FUT11,GT10,2.4.1.152,Glycosyltransferase,Q495W5,NM_001284194.1,K11257,No Record,NP_001271123.1,170384,N_linked,"Alpha-(1,3)-fucosyltransferase 11",Homo sapiens,nGlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-?)Asn>=1&!GlcNAc(b1-4)^Man(b1-4)&!Fuc(a1-6)...GlcNAc(b1-?)Asn,done,GlcNAc(b1-4)GlcNAc(b1-?)-Asn,GDP-Fuc,GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-?)-Asn,GDP,"* FUT 10 and 11 are invertebrate and plant core α3-fucosyltransferases that are expressed in the ER (and not Golgi).
* They attach α(1,3)Fuc to the innermost core GlcNAc of the N-glycans on conalbumin glycopeptide substrates and also synthetic biantennary N-glycans.
* It is generally accepted that the core α3-fucosylation mediated by these enzymes does not occur in humans.
* However the wide spread expression of core α(1,3)Fuc in pollen, foods, parasites and insect venom may result in IgE dependent allergic reactions in humans.",0,ER,Fuc(a1-3),,,...GlcNAc(b1-?)Asn,...[Fuc(a1-3)]GlcNAc(b1-?)Asn,0.000038,25000000,pM,1,1,1,1,1,,,GDP,R-HSA-9037629,1,1
FUT2,GT11,2.4.1.344,Glycosyltransferase,Q10981,NM_000511.5,K00718,ko00601/ko00603/ko01100,NP_000502.4,2524,N_linked/O_linked/GSL,Galactoside 2-alpha-L-fucosyltransferase 2,Homo sapiens,,done,Gal(b1-?)GalNAc(b1-?);Gal(b1-?)GlcNAc(b1-?),GDP-Fuc;GDP-Fuc,Fuc(a1-2)Gal(b1-?)GalNAc(b1-?);Fuc(a1-2)Gal(b1-?)GlcNAc(b1-?),GDP;GDP,"* FUT2 (Se) is expressed predominantly in epithelial cells and exocrine secretions (cells from endoderm).
* Also see notes on FUT1.",0,Cis/Medial/Trans/TGN,Fuc(a1-2),,,Gal(b1-?)...Gal(b1-?) or Gal(b1-?)GalNAc(b1-?) or Gal(b1-?)GlcNAc(b1-?),Fuc(a1-2)Gal(b1-?)...Gal(b1-?) or Fuc(a1-2)Gal(b1-?)GalNAc(b1-?) or Fuc(a1-2)Gal(b1-?)GlcNAc(b1-?),0.00000375,1400000000,pM,1,1,1,1,1,,,GDP,R-HSA-9033807,1,1
FUT3,GT10,2.4.1.65,Glycosyltransferase,P21217,NM_000149.3,K00716,ko00601/ko01100,NP_000140.1,2525,N_linked/O_linked/GSL,Galactoside 3(4)-L-fucosyltransferase,Homo sapiens,!GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)@GlcNAc(b1-?),done,Gal(b1-4)GlcNAc(b1-?);Gal(b1-3)GlcNAc(b1-?);GalNAc(b1-3)GlcNAc(b1-?),GDP-Fuc;GDP-Fuc;GDP-Fuc,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?);Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-?);GalNAc(b1-3)[Fuc(a1-4)]GlcNAc(b1-?),GDP;GDP;GDP,"* FUT3 exhibits broad specificity synthesizing all Lewis antigens, Le<sup>a</sup>, Le<sup>b</sup>, Le<sup>X</sup>, Le<sup>Y</sup>, sialyl Le<sup>a</sup> (sLe<sup>a</sup>), and sLe<sup>X</sup>. Le<sup>a</sup> and Le<sup>b</sup> are histo-blood group antigens which are present not only on erythrocytes but also in gastrointestinal, pancreatic, and other tissues in the body.
* FUT3 α1-4-fucosyltransferase activity creates Lewis-a and Lewis-b on Type I (Galβ3GlcNAc, its preferred substrate) by transferring fucose to GlcNAc on either Type I chain (to make Lewis-a) or on H-antigen formed on Type I chain (to make Lewis-b). It is the only enzyme making Le<sup>a</sup>, Le<sup>b</sup>, and sLe<sup>a</sup> in vivo, since FUT5 is a silent enzyme that is not expressed in any tissue. 
* FUT3 can also act on Type II (Galβ4GlcNAc) lactosamine chains to create Lewis<sup>X</sup>, Lewis<sup>Y</sup> and sialyl Lewis-X type structures.
* FUT3 also forms the stage-specific embryonal antigen-1 (SSEA-1) in humans.
* FUT3, FUT4, FUT5, and FUT6 exhibit similar specificity for preferential fucose transfer to the inner GlcNAc on polylactosamine chains. FUT9 prefers the terminal modifications to create terminal Le<sup>X</sup>.
* The sequence of FUT3 is similar to that of FUT5 and FUT6.
* Mouse do not express FUT3 and thus are devoid of Le<sup>a</sup> Le<sup>b</sup> type structures. Mouse SSEA-1 is created by FUT9 instead of FUT3.
* FUT3 is widely expressed in epithelial cells of the digestive tract, including salivary gland, mammary gland, esophagus, stomach, pancreas, small intestine, colon, and rectum. FUT3 is not expressed in hematopoietic cells. Le<sup>a</sup>- and Le<sup>b</sup>-active glycolipid antigens on erythrocytes are not synthesized by erythrocytes themselves and are probably synthesized elsewhere in the digestive organs by FUT3; and then absorbed by RBCs.
* CA19-9, tumor biomarker, recognizes the sLe<sup>a</sup> epitope on mucins. Individuals who are FUT3 negative will not express this biomarker.
* Similarly, the expression of DU-PAN-2 is also dependent on the activity of genes forming sLe<sup>c</sup>.",0,Cis/Medial/Trans/TGN,Fuc(a1-3) or Fuc(a1-4) or Fuc(a1-4),,,...Gal(b1-4)GlcNAc(b1-?) or ...Gal(b1-3)GlcNAc(b1-?) or GalNAc(b1-3)GlcNAc(b1-?),...Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?) or ...Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-?) or GalNAc(b1-3)[Fuc(a1-4)]GlcNAc(b1-?),0.00000375,1400000000,pM,1,1,1,1,1,,,GDP,R-HSA-9037629,1,1
FUT4,GT10,2.4.1.152,Glycosyltransferase,P22083,NM_002033.3,K07632,ko00515/ko00601/ko01100,NP_002024.1,2526,N_linked/O_linked/GSL,"Alpha-(1,3)-fucosyltransferase 4",Homo sapiens,!GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)@GlcNAc(b1-?),done,Gal(b1-4)GlcNAc(b1-?);Gal(b1-3)GlcNAc(b1-?)Gal(b1-4)GlcNAc(b1-?);Neu5Ac(a2-3)GalNAc(b1-3)GlcNAc(b1-?)GalNAc(b1-3)GlcNAc(b1-?),GDP-Fuc;GDP-Fuc;GDP-Fuc,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?);Gal(b1-3)GlcNAc(b1-?)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?);Neu5Ac(a2-3)GalNAc(b1-3)GlcNAc(b1-?)GalNAc(b1-3)[Fuc(a1-3)]GlcNAc(b1-?),GDP;GDP;GDP,"* Although FUT4 is ubiquitously expressed in almost all tissues, it is most abundant in myeloid cells (granulocytes, monocytes) and also lymphocytes.
* Prefers to act on inner GlcNAc of polylactosamine chains of neutral and sialylated polylactosamine in blood cells, but can also form the Le<sup>X</sup> structure in the absence of FUT9.
* While FUT4, 7 and 9 are expressed on blood cells, FUT3, FUT5, and FUT6 are not.
* FUT4 mainly participates in VIM-2 (CDw65) formation.
* FUT4 plays a role in some aspects of leukocyte rolling, but is not the dominant enzyme regulating this process.",104230,Cis/Medial/Trans/TGN,Fuc(a1-3),,,Gal(b1-4)GlcNAc(b1-?) or NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-?),Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?) or NeuAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?),0.00000375,1400000000,pM,1,1,1,1,1,,,GDP,R-HSA-9037629,1,1
FUT5,GT10,2.4.1.65,Glycosyltransferase,Q11128,NM_002034.2,K07633,ko00601/ko01100,NP_002025.2,2527,N_linked/O_linked/GSL,"Alpha-(1,3)-fucosyltransferase 5",Homo sapiens,!GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)@GlcNAc(b1-?),done,Gal(b-?)GlcNAc(b1-?);Gal(b-?)GlcNAc(b1-?),GDP-Fuc;GDP-Fuc,Gal(b-?)[Fuc(a1-3)]GlcNAc(b1-?);Gal(b-?)[Fuc(a1-4)]GlcNAc(b1-?),GDP;GDP,"* The gene is only sparsely expressed and its physiological function remained largely unknown.
* Recombinant FUT5 can utilize both type 1 and type 2 LacNAc chains and exhibits α1,3/4 fucosyltransferase activity.
* FUT3/FUT5/FUT6 gene cluster is not found in rodents. These are only expressed in humans and higher primates.",136835,Cis/Medial/Trans/TGN,Fuc(a1-3) or Fuc(a1-4),,,...Gal(b1-4)GlcNAc(b1-?) or ...Gal(b1-3)GlcNAc(b1-?),...Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?) or ...Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-?),0.00000375,1400000000,pM,1,1,1,1,1,,,GDP,R-HSA-9037629,1,1
FUT6,GT10,2.4.1.65,Glycosyltransferase,P51993,NM_000150.2,K07634,ko00601/ko01100,NP_000141.1,2528,N_linked/O_linked/GSL,"Alpha-(1,3)-fucosyltransferase 6",Homo sapiens,!GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)@GlcNAc(b1-?),done,Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-4);Gal(b1-3)GlcNAc(b1-4),GDP-Fuc;GDP-Fuc,Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-3)]GlcNAc(b1-4);Gal(b1-3)[Fuc(a1-3)]GlcNAc(b1-4),GDP;GDP,"* FUT6 utilizes solely type 2 LacNAc but not type 1 LacNAc, Sialylated oligosaccharides are good substrates as well as non-sialylated ones.
* Thus, FUT6 is able to synthesize Lewis<sup>X</sup> and sialyl Lewis<sup>X</sup>, but not sialyl Lewis<sup>a</sup> or Lewis<sup>a</sup>. 
* The enzyme creates these epitopes on plasma proteins (plasma, milk, saliva) and also epithelial cells (liver, kidney, colon, small intestine, bladder, uterus, and salivary glands).
* It is not expressed in rodents.
* May be associated with the expression of Le<sup>X</sup> and sLe<sup>X</sup> antigen on plasma/liver-secreted proteins after inflammation mediated by IL-1β and IL-6.
* FUT6 is widely expressed in cancer cells, and may be partly responsible for the synthesis of sialyl Lewis<sup>X</SUP> in these cells (along with FUT3, FUT5).
* It may regulate cancer cell growth via the PI3K/Akt signaling pathway.",136836,Cis/Medial/Trans/TGN,Fuc(a1-3),,,Gal(b1-4)GlcNAc(b1-?) or NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-?),Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?) or NeuAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?),0.00000375,1400000000,pM,1,1,1,1,1,,,GDP,R-HSA-9037629,1,1
FUT7,GT10,2.4.1.152,Glycosyltransferase,Q11130,NM_004479.3,K07635,ko00601/ko01100,NP_004470.1,2529,N_linked/O_linked/GSL,"Alpha-(1,3)-fucosyltransferase 7",Homo sapiens,,done,Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-4);Neu5Ac(a2-3)Gal(b1-3)6SGlcNAc(b1-4),GDP-Fuc;GDP-Fuc,Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-3)]GlcNAc(b1-4);Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-3)]6SGlcNAc(b1-4),GDP;GDP,"* FUT7 (and FUT4) is ubiquitously expressed in all populations of peripheral blood cells including granulocytes, monocytes, and lymphocytes. It is also expressed in High Endothelial Venules (HEV).
* In blood cells, this is the dominant enzyme forming the sialyl Lewis-X structure and also 6 sulfo-sialyl Lewis-X. It exhibits strict enzyme specificity for sialyl lactosamine structures.
* It is tightly transcriptionally regulated, and plays a critical role in controlling L-, E- and P-selectin dependent leukocyte-endothelial cell adhesion interactions across species.
* Other FUTs like FUT3, 4, 5, 6, particularly FUT3 and 6, may also form the sLe<sup>X</sup> glycan in other tissue types.",602030,Cis/Medial/Trans/TGN,Fuc(a1-3),,,NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-?),NeuAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?),0.00000375,1400000000,pM,1,1,1,1,1,,,GDP,R-HSA-9037629,1,1
FUT8,GT23,2.4.1.68,Glycosyltransferase,Q9BYC5,NM_004480.4,K00717,ko00510/ko00513/ko00533/ko01100/ko05202,NP_004471.4,2530,N_linked,"Alpha-(1,6)-fucosyltransferase",Homo sapiens,nGlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-?)>=1&!GlcNAc(b1-4)...Man(b1-4)&!Fuc(a1-3)&!Fuc(a1-3)...GlcNAc(b1-?)Asn,done,GlcNAc(b1-4)GlcNAc(b1-?)-Asn,GDP-Fuc,GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-?)-Asn,GDP,"* Mediates the α1,6-fucosylation of N-glycans in many eukaryotes, but not plants and fungi.
* FUT8 primarily acts on complex and hybrid N-glycans as it requires GlcNAc-beta attached to Asn, and also the β1,2 GlcNAc residue linked to the α1,3 mannose arm.
* In some instances this may be cancer specific as core fucosylation is observed specifically on hepatocellular carcinoma (HCC), but not in chronic liver disease.
* Depletion of the core fucose in human IgG1 enhances the antibody-dependent cellular cytotoxicity (ADCC) activity.
* FUT8 activity is inhibited by bisecting GlcNAc (produced by MGAT3) and also terminal fucosylation.
* FUT8 is highly expressed in brain tissue, human blood platelet, cancer tissues and cancer cell lines.",602589,Cis/Medial/Trans/TGN,Fuc(a1-6),,,...GlcNAc(b1-?)Asn,...[Fuc(a1-6)]GlcNAc(b1-?)Asn,0.000038,25000000,pM,1,1,1,1,1,,,GDP,R-HSA-975578,1,1
FUT9,GT10,2.4.1.152,Glycosyltransferase,Q9Y231,NM_006581.3,K03663,ko00515/ko00601/ko00603/ko01100,NP_006572.2,10690,N_linked/O_linked/O_glycanNMu/GSL,"Alpha-(1,3)-fucosyltransferase 9",Homo sapiens,,done,Gal(b1-4)GlcNAc(b1-?),GDP-Fuc,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?),GDP,"* FUT9 is restricted to subpopulations such as granulocytes, natural killer cells, and B cells. It is also highly expressed in the brain.
* In blood cells, it forms the Lewis<sup>X</sup>/CD15/SSEA-1 antigen and it also helps form Le<sup>Y</sup> structures.
* May participate in forming E-selectin ligand in humans, along with FUT4 and 7.",606865,Cis/Medial/Trans/TGN,Fuc(a1-3),,,Gal(b1-4)GlcNAc(b1-?) or ...GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-?),Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?) or ...GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?),0.00000375,1400000000,pM,1,1,1,1,1,,,GDP,R-HSA-9037629,1,1
G6PC1,,3.1.3.9,,P35575,NM_000151.3,,No Record,NP_000142.2,2538,,Glucose-6-phosphatase catalytic subunit 1,Homo sapiens,,done,Glc6P,water,Glc,P,* Hydrolyzes glucose-6-phosphate to glucose in the endoplasmic reticulum.,613742,ER,,,NULL,Glc(6P),Glc,0,0,pM,1,1,1,1,1,,,null,R-HSA-3274531,1,0
GAL3ST1,,2.8.2.11,Sulfate synthase,Q99999,NM_001318103.1,K01019,ko00565/ko00600/ko01100,NP_001305032.1,9514,GSL,Galactosylceramide sulfotransferase,Homo sapiens,,done,Gal(b1-?)Cer;Gal(b1-4)Glc(b1-?)Cer,PAPS;PAPS,Gal3S(b1-?)Cer;Gal3S(b1-4)Glc(b1-?)Cer,PAP;PAP,"* There are 4 enzymes that perform 3-O-sulfation of Gal.
* Gal3ST1: Acts on GalCer and LacCer to create sulfated glycolipids. Catalyzes the synthesis of sulfatides and seminolpids.
* Gal3ST2: Galβ1,4GlcNAc of O- and N-glycan, can act on sulfated substrates to form bisulfated carbohydrates like 3&#8242;,6-disulfo Lewis<sup>X</sup> and 3&#8242;,6'-disulfo Lewis<sup>X</sup>. This can also form 3'-sulfo-Le <sup>a</sup>
and 3-O-sulfo-Le<sup>X</sup> determinants and it can act on lipid substrates.
* Gal3ST3 Galβ1,4GlcNAc of O- and N-glycan and Galβ1,4GalNAc of GloboH structure. Can act on sulfated substrates to form bisulfated carbohydrates.
* Gal3ST4 Galβ1,3GalNAc of Globo glycolipids and glycopeptides.",602300,Cis/Medial/Trans/TGN,S(?3),,,Gal(b1-?)Cer or Gal(b1-4)Glc(b1-?)Cer,Gal(b1-? [3S])Cer or Gal(b1-4 [3S])Glc(b1-?)Cer,0,0,pM,1,1,1,1,1,,,PAPS,,1,1
GAL3ST2,,2.8.2.-,Sulfate synthase,Q9H3Q3,NM_022134.2,K09675,No Record,NP_071417.2,64090,N_linked/O_linked/GSL,Galactose-3-O-sulfotransferase 2,Homo sapiens,,done,Gal(b1-4)GlcNAc(b1-?);Gal(b1-3)GlcNAc(b1-?);Gal(b1-4)GlcNAc6S(b1-?);Gal(b1-3)GlcNAc6S(b1-?),PAPS;PAPS;PAPS;PAPS,Gal3S(b1-4)GlcNAc(b1-?);Gal3S(b1-3)GlcNAc(b1-?);Gal3S(b1-4)GlcNAc6S(b1-?);Gal3S(b1-3)GlcNAc6S(b1-?),PAP;PAP;PAP;PAP,"* There are 4 enzymes that perform 3-O-sulfation of Gal.
* Gal3ST1: Acts on GalCer and LacCer to create sulfated glycolipids. Catalyzes the synthesis of sulfatides and seminolpids.
* Gal3ST2: Galβ1,4GlcNAc of O- and N-glycan, can act on sulfated substrates to form bisulfated carbohydrates like 3&#8242;,6-disulfo Lewis<sup>X</sup> and 3&#8242;,6'-disulfo Lewis<sup>X</sup>. This can also form 3'-sulfo-Le <sup>a</sup>
and 3-O-sulfo-Le<sup>X</sup> determinants and it can act on lipid substrates.
* Gal3ST3 Galβ1,4GlcNAc of O- and N-glycan and Galβ1,4GalNAc of GloboH structure. Can act on sulfated substrates to form bisulfated carbohydrates.
* Gal3ST4 Galβ1,3GalNAc of Globo glycolipids and glycopeptides.",608237,Cis/Medial/Trans/TGN,S(?3),,,Gal(b1-4)GlcNAc(b1-?) or Gal(b1-4)GlcNAc(b1-? [6S]),Gal(b1-4 [3S])GlcNAc(b1-?) or Gal(b1-4 [3S])GlcNAc(b1-? [6S]),0,0,pM,1,1,1,1,1,,,UDP,,1,1
GAL3ST3,,2.8.2.-,Sulfate synthase,Q96A11,NM_033036.2,K09676,No Record,NP_149025.1,89792,N_linked/O_linked/GSL,Galactose-3-O-sulfotransferase 3,Homo sapiens,,done,Gal(b1-4)GlcNAc(b1-?);Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?),PAPS;PAPS,Gal3S(b1-4)GlcNAc(b1-?);Gal3S(b1-4)[Fuc(a1-3)]GlcNAc(b1-?),PAP;PAP,"* There are 4 enzymes that perform 3-O-sulfation of Gal.
* Gal3ST1: Acts on GalCer and LacCer to create sulfated glycolipids. Catalyzes the synthesis of sulfatides and seminolpids.
* Gal3ST2: Galβ1,4GlcNAc of O- and N-glycan, can act on sulfated substrates to form bisulfated carbohydrates like 3&#8242;,6-disulfo Lewis<sup>X</sup> and 3&#8242;,6'-disulfo Lewis<sup>X</sup>. This can also form 3'-sulfo-Le <sup>a</sup>
and 3-O-sulfo-Le<sup>X</sup> determinants and it can act on lipid substrates.
* Gal3ST3 Galβ1,4GlcNAc of O- and N-glycan and Galβ1,4GalNAc of GloboH structure. Can act on sulfated substrates to form bisulfated carbohydrates.
* Gal3ST4 Galβ1,3GalNAc of Globo glycolipids and glycopeptides.",608234,Cis/Medial/Trans/TGN,S(?3),,,Gal(b1-4)GlcNAc(b1-?) or Gal(b1-4)GlcNAc(b1-? [6S]),Gal(b1-4 [3S])GlcNAc(b1-?) or Gal(b1-4 [3S])GlcNAc(b1-? [6S]),0,0,pM,1,1,1,1,1,,,PAPS,,1,1
GAL3ST4,,2.8.2.-,Sulfate synthase,Q96RP7,NM_024637.4,K09677,No Record,NP_078913.3,79690,O_linked/GSL,Galactose-3-O-sulfotransferase 4,Homo sapiens,,done,Gal(b1-3)GalNAc(b1-?);Gal(b1-3)[GlcNAc(b1-6)]GalNAc(b1-?),PAPS;PAPS,Gal3S(b1-3)GalNAc(b1-?);Gal3S(b1-3)[GlcNAc(b1-6)]GalNAc(b1-?),PAP;PAP,"* There are 4 enzymes that perform 3-O-sulfation of Gal.
* Gal3ST1: Acts on GalCer and LacCer to create sulfated glycolipids. Catalyzes the synthesis of sulfatides and seminolpids.
* Gal3ST2: Galβ1,4GlcNAc of O- and N-glycan, can act on sulfated substrates to form bisulfated carbohydrates like 3&#8242;,6-disulfo Lewis<sup>X</sup> and 3&#8242;,6'-disulfo Lewis<sup>X</sup>. This can also form 3'-sulfo-Le <sup>a</sup>
and 3-O-sulfo-Le<sup>X</sup> determinants and it can act on lipid substrates.
* Gal3ST3 Galβ1,4GlcNAc of O- and N-glycan and Galβ1,4GalNAc of GloboH structure. Can act on sulfated substrates to form bisulfated carbohydrates.
* Gal3ST4 Galβ1,3GalNAc of Globo glycolipids and glycopeptides.",608235,Cis/Medial/Trans/TGN,S(?3),,,Gal(b1-3)GalNAc(b1-?),Gal(b1-3 [3S])GalNAc(b1-?),0,0,pM,1,1,1,1,1,,,PAPS,,1,1
GALC,GH59,3.2.1.46,Glycosidase,P54803,NM_000153.3,,No Record,NP_000144.2,2581,,Galactocerebrosidase,Homo sapiens,None,done,Gal(b1-?)Cer,H2O,Cer,Gal,"* Hydrolyzes galactosylceramide on glycolipids.
* Deficiency of this enzyme activity results in Krabbe disease.",0,,,,NULL,Gal(b1-r):Cer,Cer,0,0,pM,0,0,0,0,0,,,null,R-HSA-1660662,1,1
CASD1,,2.3.1.45,,Q96PB1,NM_022900.4,,No Record,NP_075051.4,64921,,N-acetylneuraminate 9-O-acetyltransferase,Homo sapiens,,done,Neu5Ac(a2-?)R,Acetyl-CoA,"Neu5,9Ac(a2-?)R",CoA,* Enzyme involved in 9-O-acetylation of sialic acid.,611686,,,,NULL,,,0,0,pM,0,0,0,0,0,,,null,,1,0
GALE,,5.1.3.2,,Q14376,NM_000403.3,,No Record,NP_000394.2,2582,,UDP-glucose 4-epimerase,Homo sapiens,,done,UDP-Gal;UDP-Glc;UDP-GalNAc;UDP-GlcNAc,,UDP-Glc;UDP-Gal;UDP-GlcNAc;UDP-GalNAc,,"* Epimerizes glucose to galactose on the UDP-glucose sugar nucleotide.
* GALE impairment leads to the human disorder known as galactosemia III which is associated with impaired growth and cognitive deficiencies.",606953,,,,NULL,UDP-Gal or UDP-Glc or UDP-GalNAc or UDP-GlcNAc,UDP-Glc or UDP-Gal or UDP-GlcNAc or UDP-GalNAc,0,0,pM,1,1,1,1,1,,,null,R-HSA-5609977,1,0
GALK1,,2.7.1.6,,P51570,,,No Record,,2584,,Galactokinase,Homo sapiens,None,done,Gal,ATP,Gal(1P),ADP,"* Phosphorylates galactose to form galactose 1 phosphate. Involved in the sugar nucleotide synthesis of UDP-galactose.
* Important enzyme for salvage pathway to obtain UDP-Gal via Leloir pathway.",604313,,,,NULL,Gal,Gal(1P),0,0,pM,1,1,1,1,1,,,null,R-HSA-5609976,1,0
GALK2,,2.7.1.157,,Q01415,NM_001001556.2,,No Record,NP_001001556.1,2585,,N-acetylgalactosamine kinase,Homo sapiens,,done,GalNAc,ATP,GalNAc(1P),ADP,"* Phosphorylates Nacetylgalactosamine to form Nacetylgalactosamine 1 phosphate. Involved in the sugar nucleotide synthesis of UDP-galactose.
* Important enzyme for salvage pathway to obtain UDP-GalNAc via Leloir pathway.",137028,,,,NULL,GalNAc,GalNAc(1P),0,0,pM,1,1,1,1,1,,,null,,1,0
GALNS,,3.1.6.4,,P34059,NM_000512.4,,No Record,NP_000503.1,2588,GAG,N-acetylgalactosamine-6-sulfatase,Homo sapiens,None,done,GalNAc6S(b1-4)GlcA(b1-3)CS/DS chain;Gal6S(b1-4)GlcNAc(b1-3)KS chain,H2O;H2O,GalNAc(b1-4)GlcA(b1-3)CS/DS chain;Gal(b1-4)GlcNAc(b1-3)KS chain,sulfate;sulfate,* Hydrolyzes the 6 carbon sulfates on GalNAc residues on chondroitin sulfate and the 6 carbon sulfates on Gal residues on keratin sulfate.,612222,,,,NULL,GalNAc(b1-4 S-6)GlcA(b1-3) or Gal(b1-4 S-6)GlcNAc(b1-3),GalNAc(b1-4)GlcA(b1-3) or Gal(b1-4)GlcNAc(b1-3),0,0,pM,0,0,0,0,0,,,null,R-HSA-2022857,1,1
GALNT1,CBM13,2.4.1.41,Glycosyltransferase,Q10472,NM_020474.3,K00710,ko00512/ko01100,NP_065207.2,2589,O_linked,Polypeptide N-acetylgalactosaminyltransferase 1,Homo sapiens,,done,Ser/Thr,UDP-GalNAc,GalNAc(a1-?)Ser/Thr,UDP,"* ppGalNAc-T1 is localized throughout the Golgi.
* Mutations in ppGalNAcT activity can result in various diseases.
* ppGalNAc-T2 and ppGalNAc-T3 are more abundant in the trans and medial Golgi.",602273,Cis/Medial/Trans/TGN,GalNAc(a1-r),,,Ser or Thr,GalNAc(a1-?)Ser or GalNAc(a1-?)Thr,0,0,pM,1,1,1,1,1,,,UDP,R-HSA-6811436,1,1
GALNT10,CBM13,2.4.1.41,Glycosyltransferase,Q86SR1,NM_198321.3,K00710,ko00512/ko01100,NP_938080.1,55568,O_linked,Polypeptide N-acetylgalactosaminyltransferase 10,Homo sapiens,,done,Ser/Thr,UDP-GalNAc,GalNAc(a1-?)Ser/Thr,UDP,"* This enzyme may be unable to transfer GalNAc onto serine or threonine residue on the protein receptor, but instead may require prior addition of a GalNAc on a peptide. Thus, this is a follow-up ppGalNAcT.",608043,Cis/Medial/Trans/TGN,GalNAc(a1-r),,,Ser or Thr,GalNAc(a1-?)Ser or GalNAc(a1-?)Thr,0,0,pM,1,1,1,1,1,,,UDP,R-HSA-913709,1,1
GALNT11,CBM13,2.4.1.41,Glycosyltransferase,Q8NCW6,NM_022087.3,K00710,ko00512/ko01100,NP_071370.2,63917,O_linked,Polypeptide N-acetylgalactosaminyltransferase 11,Homo sapiens,,done,Ser/Thr,UDP-GalNAc,GalNAc(a1-?)Ser/Thr,UDP,* Involved in transfer of GalNAc to Ser/Thr on proteins to initiate O-GalNAc modification. GALNT11 is selectively expressed in kidney and thus may have specialized roles.,615130,Cis/Medial/Trans/TGN,GalNAc(a1-r),,,Ser or Thr,GalNAc(a1-?)Ser or GalNAc(a1-?)Thr,0,0,pM,1,1,1,1,1,,,UDP,R-HSA-913709,1,1
